wkt_geom,fid,full_id,osm_id,osm_type,highway,covered,embankment,bridge:name,trail_visibility,mtb:scale:uphill,mtb:scale,incline,kerb,crossing:markings,golf,crossing,width,horse,motor_vehicle,segregated,access,footway,foot,lit,tunnel,layer,bridge,name,oneway,surface,bicycle
"LineString (-106.64795139999999662 52.09738639999999776, -106.64795949999999891 52.09741629999999901, -106.64795540000000074 52.09867500000000007, -106.64793720000000121 52.0986975000000001)",1039,w431277996,431277996,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.64664319999999975 52.10031219999999763, -106.64664240000000461 52.10028009999999909, -106.64663910000000158 52.10013320000000192, -106.64652189999999621 52.1001314000000022, -106.64640500000000145 52.10013150000000337)",1040,w431746230,431746230,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.6466443000000055 52.09737890000000249, -106.64666459999999404 52.09734410000000082, -106.64666130000000521 52.09724570000000199, -106.64652279999999962 52.09724510000000208, -106.64641670000000317 52.09724510000000208)",1041,w431857949,431857949,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65662299999999618 52.10014730000000327, -106.65662570000000642 52.10028770000000264, -106.65662399999999366 52.10037719999999695, -106.6567577 52.10037690000000055, -106.65687760000000139 52.10037750000000045, -106.65687739999999906 52.10028760000000148, -106.65687520000000177 52.10014509999999888, -106.65674830000000384 52.10014619999999752, -106.65662299999999618 52.10014730000000327)",1042,w431863464,431863464,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65919169999999383 52.09942720000000094, -106.65832570000000601 52.09942490000000248, -106.65828100000000234 52.09943489999999855, -106.65825660000000141 52.0994585999999984, -106.65826169999999706 52.0997983999999974, -106.65826669999999865 52.10012540000000314, -106.65829109999999957 52.10014919999999705, -106.658344299999996 52.10016190000000336, -106.66012489999999957 52.10015849999999915, -106.66064140000000293 52.10015750000000168, -106.66069179999999506 52.10014879999999948, -106.6607120999999978 52.10012090000000029, -106.66070689999999388 52.0993031000000002, -106.66066899999999862 52.09913670000000252, -106.66059420000000557 52.09899039999999815, -106.66001230000000533 52.09830000000000183, -106.6597974000000022 52.09804510000000022, -106.6597531000000032 52.09801269999999818, -106.65970249999999453 52.09800330000000201, -106.65963680000000124 52.09800930000000108, -106.65908790000000295 52.09814750000000316, -106.65890500000000429 52.09817999999999927, -106.65868550000000425 52.09819869999999753, -106.65833940000000268 52.09820650000000342, -106.65827539999999374 52.09821749999999696, -106.65825660000000141 52.09824739999999821, -106.65826090000000193 52.09855209999999914, -106.65826599999999758 52.09890920000000136, -106.65828659999999672 52.09893699999999939, -106.65833659999999838 52.09894899999999751, -106.65909159999999645 52.09891050000000234, -106.65916219999999726 52.09892310000000037, -106.65922589999999559 52.09896919999999909, -106.65943969999999297 52.09921219999999664, -106.65945999999999572 52.09926029999999741, -106.65946280000000002 52.09932030000000225, -106.65942400000000134 52.0993787000000026, -106.65938529999999673 52.09940389999999866, -106.65930880000000514 52.09942070000000314, -106.65919169999999383 52.09942720000000094)",1043,w431894573,431894573,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.66094909999999629 52.10015930000000139, -106.66146829999999568 52.10015930000000139, -106.66207830000000456 52.10015930000000139, -106.66211839999999711 52.10014610000000346, -106.66213229999999612 52.10011670000000095, -106.6621106999999995 52.09928589999999815, -106.66209680000000048 52.09913540000000154, -106.66205209999999681 52.09898210000000063, -106.66197970000000339 52.09881270000000342, -106.66191200000000094 52.09870010000000207, -106.66169010000000128 52.09841430000000173, -106.66058940000000632 52.09714999999999918, -106.66035449999999685 52.09688020000000108, -106.66031289999999387 52.09686030000000301, -106.66024969999999428 52.09686599999999856, -106.65898500000000126 52.09728530000000291, -106.65882469999999671 52.09732879999999966, -106.65867839999999944 52.09735620000000011, -106.6584904999999992 52.0973741999999973, -106.65832559999999773 52.09738180000000085, -106.658274899999995 52.09739179999999692, -106.65826090000000193 52.09741770000000116, -106.65826300000000515 52.09771769999999691, -106.65826549999999884 52.09806129999999769, -106.65828089999999406 52.09808679999999725, -106.65832410000000152 52.09810099999999977, -106.65869229999999845 52.09808970000000272, -106.65886020000000656 52.0980782999999974, -106.65909430000000668 52.09802909999999798, -106.65959189999999523 52.09789849999999944, -106.65967670000000567 52.09789159999999697, -106.6597567999999967 52.09789880000000295, -106.659829000000002 52.09791589999999673, -106.6599247000000048 52.09797139999999871, -106.65999089999999683 52.09803099999999887, -106.66008800000000178 52.09813890000000214, -106.66075960000000578 52.09893670000000299, -106.66081819999999425 52.09902749999999827, -106.66087210000000596 52.09915339999999873, -106.66089060000000188 52.09921959999999785, -106.66090909999999781 52.09938050000000231, -106.66089519999999879 52.1001223999999965, -106.66090749999999332 52.10014610000000346, -106.66094909999999629 52.10015930000000139)",1044,w431918357,431918357,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.66031289999999387 52.09686030000000301, -106.66041280000000313 52.09682569999999657, -106.66055049999999937 52.09678060000000244)",1045,w431918358,431918358,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65596209999999644 52.09492339999999899, -106.65600229999999726 52.09498909999999938, -106.65605490000000088 52.09507059999999967)",1149,w487354129,487354129,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65571339999999623 52.09498700000000326, -106.65582910000000538 52.0949561999999986, -106.65596209999999644 52.09492339999999899)",1150,w487354130,487354130,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65580400000000338 52.09513549999999782, -106.65576280000000509 52.09504640000000109, -106.65571339999999623 52.09498700000000326)",1151,w487354131,487354131,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65605490000000088 52.09507059999999967, -106.6559268999999972 52.09510190000000307, -106.65580400000000338 52.09513549999999782)",1152,w487354132,487354132,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.64566979999999319 52.09884600000000177, -106.64651320000000112 52.09884890000000013)",1590,w609279816,609279816,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,grass,NULL
